"Year","Region_name","Region_code_iso3","Region_code_numeric3","Lat","Lon","Age_group","Microorganism","Isolated","Percent"
2020,"United Kingdom","GBR",826,54.1022212,-15.0148868,">= 65","Staphylococcus aureus",8372,51
2020,"United Kingdom","GBR",826,54.1022212,-15.0148868,"0_4","Streptococcus pneumoniae",1610,6
2020,"United Kingdom","GBR",826,54.1022212,-15.0148868,"20_64","Streptococcus pneumoniae",1610,38
2020,"United Kingdom","GBR",826,54.1022212,-15.0148868,"5_19","Streptococcus pneumoniae",1610,1
2020,"United Kingdom","GBR",826,54.1022212,-15.0148868,">= 65","Streptococcus pneumoniae",1610,55
2021,"United Kingdom","GBR",826,54.1022212,-15.0148868,"0_4","Acinetobacter spp.",895,11
2021,"United Kingdom","GBR",826,54.1022212,-15.0148868,"20_64","Acinetobacter spp.",895,38
2021,"United Kingdom","GBR",826,54.1022212,-15.0148868,"5_19","Acinetobacter spp.",895,7
2021,"United Kingdom","GBR",826,54.1022212,-15.0148868,">= 65","Acinetobacter spp.",895,36
2021,"United Kingdom","GBR",826,54.1022212,-15.0148868,"0_4","Escherichia coli",33355,1
2021,"United Kingdom","GBR",826,54.1022212,-15.0148868,"20_64","Escherichia coli",33355,21
2021,"United Kingdom","GBR",826,54.1022212,-15.0148868,"5_19","Escherichia coli",33355,1
2021,"United Kingdom","GBR",826,54.1022212,-15.0148868,">= 65","Escherichia coli",33355,61
2021,"United Kingdom","GBR",826,54.1022212,-15.0148868,"0_4","Enterococcus faecalis",3694,6
2021,"United Kingdom","GBR",826,54.1022212,-15.0148868,"20_64","Enterococcus faecalis",3694,23
2021,"United Kingdom","GBR",826,54.1022212,-15.0148868,"5_19","Enterococcus faecalis",3694,1
2021,"United Kingdom","GBR",826,54.1022212,-15.0148868,">= 65","Enterococcus faecalis",3694,53
2021,"United Kingdom","GBR",826,54.1022212,-15.0148868,"0_4","Enterococcus faecium",3860,2
2021,"United Kingdom","GBR",826,54.1022212,-15.0148868,"20_64","Enterococcus faecium",3860,38
2021,"United Kingdom","GBR",826,54.1022212,-15.0148868,"5_19","Enterococcus faecium",3860,1
2021,"United Kingdom","GBR",826,54.1022212,-15.0148868,">= 65","Enterococcus faecium",3860,49
2021,"United Kingdom","GBR",826,54.1022212,-15.0148868,"0_4","Klebsiella pneumoniae",7013,2
2021,"United Kingdom","GBR",826,54.1022212,-15.0148868,"20_64","Klebsiella pneumoniae",7013,30
